file,line,raw,hex,token,nearestToken,distance,context
src/assets/hair/hairDraw.js,15,#ffffff,#ffffff,surface,surface,0,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#ffffff,#ffffff,surface,surface,0,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#ffffff,#ffffff,surface,surface,0,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#ffffff,#ffffff,surface,surface,0,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#ffffff,#ffffff,surface,surface,0,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#ffffff,#ffffff,surface,surface,0,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#331b0c,#331b0c,,text-main,29,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#724133,#724133,,text-secondary,75,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,15,#724133,#724133,,text-secondary,75,"export const BUNBEARD_SVG = `<defs id=""defs30""> <mask id=""beard_light_mask-2"" fill=""#ffffff""> <path d=""m 50.7142,49.084285 c -1.256782,1.147"
src/assets/hair/hairDraw.js,27,#784421,#784421,,text-secondary,89,".replace(/#784421/gi, hC)"
src/assets/hair/hairDraw.js,28,#784133,#784133,,text-secondary,76,".replace(/#784133/gi, hC)"
src/assets/hair/hairDraw.js,29,#724133,#724133,,text-secondary,75,".replace(/#724133/gi, hC)"
src/assets/hair/hairDraw.js,30,#000000,#000000,,text-main,50,".replace(/stroke=""#000000""/g, `stroke=""${hD}""`)"
src/assets/hair/hairDraw.js,31,#000000,#000000,,text-main,50,".replace(/stroke:#000000/g, `stroke:${hD}`);"
src/assets/hair/hairStyles.js,44,#1a0a00,#1a0a00,,text-main,35,"'#1a0a00','#3b1f0a','#5c3317','#784421',"
src/assets/hair/hairStyles.js,44,#3b1f0a,#3b1f0a,,text-main,37,"'#1a0a00','#3b1f0a','#5c3317','#784421',"
src/assets/hair/hairStyles.js,44,#5c3317,#5c3317,,text-main,68,"'#1a0a00','#3b1f0a','#5c3317','#784421',"
src/assets/hair/hairStyles.js,44,#784421,#784421,,text-secondary,89,"'#1a0a00','#3b1f0a','#5c3317','#784421',"
src/assets/hair/hairStyles.js,45,#a0522d,#a0522d,,text-secondary,89,"'#a0522d','#c47c3e','#d4a853','#e8c97a',"
src/assets/hair/hairStyles.js,45,#c47c3e,#c47c3e,,primary-dark,84,"'#a0522d','#c47c3e','#d4a853','#e8c97a',"
src/assets/hair/hairStyles.js,45,#d4a853,#d4a853,,text-muted,102,"'#a0522d','#c47c3e','#d4a853','#e8c97a',"
src/assets/hair/hairStyles.js,45,#e8c97a,#e8c97a,,text-muted,86,"'#a0522d','#c47c3e','#d4a853','#e8c97a',"
src/assets/hair/hairStyles.js,46,#f5e6c8,#f5e6c8,,tint,44,"'#f5e6c8','#fffacd','#daa520','#c0c0c0',"
src/assets/hair/hairStyles.js,46,#fffacd,#fffacd,,base,41,"'#f5e6c8','#fffacd','#daa520','#c0c0c0',"
src/assets/hair/hairStyles.js,46,#daa520,#daa520,,primary-dark,136,"'#f5e6c8','#fffacd','#daa520','#c0c0c0',"
src/assets/hair/hairStyles.js,46,#c0c0c0,#c0c0c0,,text-muted,33,"'#f5e6c8','#fffacd','#daa520','#c0c0c0',"
src/assets/hair/hairStyles.js,47,#808080,#808080,,text-secondary,33,"'#808080','#2c2c2c','#e74c3c','#7b68ee',"
src/assets/hair/hairStyles.js,47,#2c2c2c,#2c2c2c,,text-main,27,"'#808080','#2c2c2c','#e74c3c','#7b68ee',"
src/assets/hair/hairStyles.js,47,#e74c3c,#e74c3c,,primary-dark,80,"'#808080','#2c2c2c','#e74c3c','#7b68ee',"
src/assets/hair/hairStyles.js,47,#7b68ee,#7b68ee,,text-muted,104,"'#808080','#2c2c2c','#e74c3c','#7b68ee',"
src/classroom/AvatarWall.jsx,42,#784421,#784421,,text-secondary,89,hairStyle={a.hair_style ?? 'none'} hairColor={a.hair_color ?? '#784421'} size={size}
src/classroom/AvatarWall.jsx,48,#784421,#784421,,text-secondary,89,hairStyle={a.hair_style ?? 'none'} hairColor={a.hair_color ?? '#784421'} size={size}
src/classroom/CheckinRunner.jsx,188,#c04a4a,#c04a4a,,primary-dark,56,"errorText: { fontSize: 13, color: '#c04a4a', marginBottom: 12 },"
src/classroom/CheckinRunner.jsx,195,#fff,#ffffff,surface,surface,0,"color: '#fff', fontSize: 15, fontWeight: 600, cursor: 'pointer', fontFamily: 'inherit',"
src/classroom/CheckinRunner.jsx,201,#fff,#ffffff,surface,surface,0,"background: active ? 'var(--pk)' : 'var(--bgc)', color: active ? '#fff' : 'var(--tx)',"
src/classroom/ClassRemote.jsx,364,#e5f7ee,#e5f7ee,,base,25,"background: status === 'live' ? '#e5f7ee' : '#fdf2e5', color: status === 'live' ? '#1a8a4a' : '#b8760f',"
src/classroom/ClassRemote.jsx,364,#fdf2e5,#fdf2e5,,base,16,"background: status === 'live' ? '#e5f7ee' : '#fdf2e5', color: status === 'live' ? '#1a8a4a' : '#b8760f',"
src/classroom/ClassRemote.jsx,364,#1a8a4a,#1a8a4a,,text-secondary,94,"background: status === 'live' ? '#e5f7ee' : '#fdf2e5', color: status === 'live' ? '#1a8a4a' : '#b8760f',"
src/classroom/ClassRemote.jsx,364,#b8760f,#b8760f,,primary-dark,123,"background: status === 'live' ? '#e5f7ee' : '#fdf2e5', color: status === 'live' ? '#1a8a4a' : '#b8760f',"
src/classroom/ClassRemote.jsx,368,#c04a4a,#c04a4a,,primary-dark,56,"error: { fontSize: 13, color: '#c04a4a', background: '#fdecec', border: '1px solid #f3b8b8', borderRadius: 10, padding: '10px 14px', marginB"
src/classroom/ClassRemote.jsx,368,#fdecec,#fdecec,,tint,8,"error: { fontSize: 13, color: '#c04a4a', background: '#fdecec', border: '1px solid #f3b8b8', borderRadius: 10, padding: '10px 14px', marginB"
src/classroom/ClassRemote.jsx,368,#f3b8b8,#f3b8b8,,text-muted,73,"error: { fontSize: 13, color: '#c04a4a', background: '#fdecec', border: '1px solid #f3b8b8', borderRadius: 10, padding: '10px 14px', marginB"
src/classroom/ClassRemote.jsx,375,#e5f7ee,#e5f7ee,,base,25,"background: status === 'open' ? 'var(--pkb)' : status === 'results_ready' ? '#e5f7ee' : 'var(--bg)',"
src/classroom/ClassRemote.jsx,376,#1a8a4a,#1a8a4a,,text-secondary,94,"color: status === 'open' ? 'var(--pkd)' : status === 'results_ready' ? '#1a8a4a' : 'var(--tx3)',"
src/classroom/ClassRemote.jsx,384,#fff,#ffffff,surface,surface,0,"color: '#fff', fontSize: 16, fontWeight: 600, cursor: 'pointer', fontFamily: 'inherit',"
src/classroom/ClassRemote.jsx,401,#fff,#ffffff,surface,surface,0,"color: '#fff', fontSize: 13, fontWeight: 600, cursor: 'pointer', fontFamily: 'inherit',"
src/classroom/ClassRoom.jsx,321,#c04a4a,#c04a4a,,primary-dark,56,"error: { fontSize: 13, color: '#c04a4a', marginTop: 8 },"
src/classroom/ClassRoom.jsx,324,#fff,#ffffff,surface,surface,0,"background: 'var(--pk)', color: '#fff', fontSize: 15, fontWeight: 600,"
src/classroom/ClassRoom.jsx,337,#fff,#ffffff,surface,surface,0,"color: '#fff', fontSize: 13, fontWeight: 600, cursor: 'pointer', fontFamily: 'inherit',"
src/classroom/ClassScreen.jsx,130,#1c1c1e,#1c1c1e,text-main,text-main,0,"<QRCode value={joinUrl} size={140} fgColor=""#1c1c1e"" bgColor=""#FCF0F5"" />"
src/classroom/ClassScreen.jsx,130,#FCF0F5,#fcf0f5,base,base,0,"<QRCode value={joinUrl} size={140} fgColor=""#1c1c1e"" bgColor=""#FCF0F5"" />"
src/classroom/ClassScreen.jsx,145,#1c1c1e,#1c1c1e,text-main,text-main,0,"<QRCode value={joinUrl} size={180} fgColor=""#1c1c1e"" bgColor=""#FCF0F5"" />"
src/classroom/ClassScreen.jsx,145,#FCF0F5,#fcf0f5,base,base,0,"<QRCode value={joinUrl} size={180} fgColor=""#1c1c1e"" bgColor=""#FCF0F5"" />"
src/classroom/ClassScreen.jsx,162,#fff,#ffffff,surface,surface,0,"qrRow: { display: 'flex', flexDirection: 'column', alignItems: 'center', gap: 12, background: '#fff', padding: 24, borderRadius: 20 },"
src/classroom/ConsoleLecturePlanner.jsx,430,#fdecec,#fdecec,,tint,8,"background: '#fdecec', border: '1px solid #f3b8b8', color: '#a33',"
src/classroom/ConsoleLecturePlanner.jsx,430,#f3b8b8,#f3b8b8,,text-muted,73,"background: '#fdecec', border: '1px solid #f3b8b8', color: '#a33',"
src/classroom/ConsoleLecturePlanner.jsx,430,#a33,#aa3333,,primary-dark,85,"background: '#fdecec', border: '1px solid #f3b8b8', color: '#a33',"
src/classroom/ConsoleLecturePlanner.jsx,433,#a33,#aa3333,,primary-dark,85,"errorDismiss: { background: 'none', border: 'none', color: '#a33', fontSize: 16, cursor: 'pointer', lineHeight: 1 },"
src/classroom/ConsoleLecturePlanner.jsx,453,#c04a4a,#c04a4a,,primary-dark,56,"linkBtnDanger: { background: 'none', border: 'none', color: '#c04a4a', fontSize: 12, cursor: 'pointer', fontFamily: 'inherit', padding: 0 },"
src/classroom/ConsoleLecturePlanner.jsx,478,#fff,#ffffff,surface,surface,0,"primaryBtnSm: { padding: '7px 16px', borderRadius: 8, border: 'none', background: 'var(--pk)', color: '#fff', fontSize: 13, fontWeight: 600,"
src/classroom/ConsoleParticipation.jsx,110,#c04a4a,#c04a4a,,primary-dark,56,"error: { padding: 40, color: '#c04a4a', fontSize: 14, textAlign: 'center' },"
src/classroom/ConsoleParticipation.jsx,122,#b8760f,#b8760f,,primary-dark,123,"unverifiedBadge: { marginLeft: 8, fontFamily: MONO, fontSize: 10, color: '#b8760f', background: '#fdf2e5', padding: '2px 6px', borderRadius:"
src/classroom/ConsoleParticipation.jsx,122,#fdf2e5,#fdf2e5,,base,16,"unverifiedBadge: { marginLeft: 8, fontFamily: MONO, fontSize: 10, color: '#b8760f', background: '#fdf2e5', padding: '2px 6px', borderRadius:"
src/classroom/LectureLoungeAdminPage.jsx,284,#c0392b,#c0392b,,primary-dark,89,"deleteBtn: { background: 'none', border: 'none', cursor: 'pointer', fontSize: 13, color: '#c0392b', padding: 0, fontFamily: '""DM Sans"",syste"
src/classroom/LectureLoungeAdminPage.jsx,285,#fff,#ffffff,surface,surface,0,"btnPrimary: { display: 'inline-block', background: 'var(--pk)', color: '#fff', border: 'none', borderRadius: 9, padding: '9px 18px', fontSiz"
src/classroom/LectureLoungeAdminPage.jsx,286,#fff,#ffffff,surface,surface,0,"btnSmall: { background: 'var(--pk)', color: '#fff', border: 'none', borderRadius: 8, padding: '7px 16px', fontSize: 13, fontWeight: 600, cur"
src/classroom/LectureLoungeAdminPage.jsx,293,#c0392b,#c0392b,,primary-dark,89,"errorText: { fontSize: 13, color: '#c0392b', margin: '8px 0 0' },"
src/classroom/LectureLoungeAdminPage.jsx,294,"rgba(0,0,0,0.35)",#000000,,text-main,50,"overlay: { position: 'fixed', inset: 0, background: 'rgba(0,0,0,0.35)', display: 'flex', alignItems: 'center', justifyContent: 'center', zIn"
src/classroom/LectureLoungeAdminPage.jsx,295,#fff,#ffffff,surface,surface,0,"dialog: { background: '#fff', borderRadius: 14, padding: '28px 32px', maxWidth: 420, width: '90%', boxShadow: '0 8px 32px rgba(0,0,0,0.18)' "
src/classroom/LectureLoungeAdminPage.jsx,295,"rgba(0,0,0,0.18)",#000000,,text-main,50,"dialog: { background: '#fff', borderRadius: 14, padding: '28px 32px', maxWidth: 420, width: '90%', boxShadow: '0 8px 32px rgba(0,0,0,0.18)' "
src/classroom/LectureLoungeAdminPage.jsx,299,#c0392b,#c0392b,,primary-dark,89,"confirmDeleteBtn: { background: '#c0392b', color: '#fff', border: 'none', borderRadius: 8, padding: '8px 18px', fontSize: 14, cursor: 'point"
src/classroom/LectureLoungeAdminPage.jsx,299,#fff,#ffffff,surface,surface,0,"confirmDeleteBtn: { background: '#c0392b', color: '#fff', border: 'none', borderRadius: 8, padding: '8px 18px', fontSize: 14, cursor: 'point"
src/classroom/LectureLoungeAdminPage.jsx,300,#c0392b,#c0392b,,primary-dark,89,"dialogError: { fontSize: 13, color: '#c0392b', margin: '12px 0 0', fontFamily: '""DM Sans"",system-ui,sans-serif' },"
src/classroom/QrDownloadButton.jsx,27,#ffffff,#ffffff,surface,surface,0,ctx.fillStyle = '#ffffff'
src/classroom/QrDownloadButton.jsx,47,#1c1c1e,#1c1c1e,text-main,text-main,0,"<QRCode value={value} size={size} fgColor=""#1c1c1e"" bgColor=""#ffffff"" />"
src/classroom/QrDownloadButton.jsx,47,#ffffff,#ffffff,surface,surface,0,"<QRCode value={value} size={size} fgColor=""#1c1c1e"" bgColor=""#ffffff"" />"
src/classroom/ResultsView.jsx,61,#fff,#ffffff,surface,surface,0,"<circle key={i} cx={p.x} cy={p.y} r={6} fill=""var(--gy)"" opacity={0.8} stroke=""#fff"" strokeWidth={1} />"
src/classroom/ResultsView.jsx,64,#fff,#ffffff,surface,surface,0,"<circle key={i} cx={p.x} cy={p.y} r={9} fill=""var(--pk)"" stroke=""#fff"" strokeWidth={2} />"
src/classroom/ResultsView.jsx,312,#1a8a4a,#1a8a4a,,text-secondary,94,"fontSize: 12, color: correct ? '#1a8a4a' : 'var(--tx2)', fontWeight: correct ? 700 : 400,"
src/classroom/ResultsView.jsx,316,#1a8a4a,#1a8a4a,,text-secondary,94,"quizResultBarFill: (correct) => ({ height: '100%', borderRadius: 5, background: correct ? '#1a8a4a' : 'var(--pk)' }),"
src/components/audio/StudyAudioPlayer.css,8,#FCF0F5,#fcf0f5,base,base,0,background: #FCF0F5;
src/components/audio/StudyAudioPlayer.css,13,"rgba(240, 104, 164, 0.25)",#f068a4,primary,primary,0,"border: 1px solid rgba(240, 104, 164, 0.25);"
src/components/audio/StudyAudioPlayer.css,26,#abadb0,#abadb0,text-muted,text-muted,0,color: #abadb0;
src/components/audio/StudyAudioPlayer.css,34,"rgba(240, 104, 164, 0.2)",#f068a4,primary,primary,0,"border: 2.5px solid rgba(240, 104, 164, 0.2);"
src/components/audio/StudyAudioPlayer.css,35,#f068a4,#f068a4,primary,primary,0,border-top-color: #f068a4;
src/components/audio/StudyAudioPlayer.css,46,#c0392b,#c0392b,,primary-dark,89,color: #c0392b;
src/components/audio/StudyAudioPlayer.css,58,"rgba(252, 240, 245, 0.96)",#fcf0f5,base,base,0,"background: rgba(252, 240, 245, 0.96);"
src/components/audio/StudyAudioPlayer.css,74,#f068a4,#f068a4,primary,primary,0,color: #f068a4;
src/components/audio/StudyAudioPlayer.css,80,#abadb0,#abadb0,text-muted,text-muted,0,color: #abadb0;
src/components/audio/StudyAudioPlayer.css,93,"rgba(252, 240, 245, 0.97)",#fcf0f5,base,base,0,"background: rgba(252, 240, 245, 0.97);"
src/components/audio/StudyAudioPlayer.css,103,#f068a4,#f068a4,primary,primary,0,color: #f068a4;
src/components/audio/StudyAudioPlayer.css,110,#f068a4,#f068a4,primary,primary,0,color: #f068a4;
src/components/audio/StudyAudioPlayer.css,131,#f068a4,#f068a4,primary,primary,0,background: #f068a4;
src/components/audio/StudyAudioPlayer.css,135,#fff,#ffffff,surface,surface,0,color: #fff;
src/components/audio/StudyAudioPlayer.css,141,#e0549a,#e0549a,,primary,27,background: #e0549a;
src/components/audio/StudyAudioPlayer.css,149,#abadb0,#abadb0,text-muted,text-muted,0,background: #abadb0;
src/components/audio/StudyAudioPlayer.css,163,"rgba(240, 104, 164, 0.18)",#f068a4,primary,primary,0,"background: rgba(240, 104, 164, 0.18);"
src/components/audio/StudyAudioPlayer.css,172,#f068a4,#f068a4,primary,primary,0,background: #f068a4;
src/components/audio/StudyAudioPlayer.css,189,#abadb0,#abadb0,text-muted,text-muted,0,color: #abadb0;
src/components/audio/StudyAudioPlayer.css,202,"rgba(171, 173, 176, 0.5)",#abadb0,text-muted,text-muted,0,"color: rgba(171, 173, 176, 0.5);"
src/components/Avatar/AvatarEditor.jsx,62,#f068a4,#f068a4,primary,primary,0,"border: active ? '3px solid #f068a4' : '3px solid transparent',"
src/components/Avatar/AvatarEditor.jsx,67,#f068a4,#f068a4,primary,primary,0,"? '0 0 0 2px #f068a4, 0 3px 10px rgba(0,0,0,0.22)'"
src/components/Avatar/AvatarEditor.jsx,67,"rgba(0,0,0,0.22)",#000000,,text-main,50,"? '0 0 0 2px #f068a4, 0 3px 10px rgba(0,0,0,0.22)'"
src/components/Avatar/AvatarEditor.jsx,68,"rgba(0,0,0,0.18)",#000000,,text-main,50,": '0 2px 8px rgba(0,0,0,0.18)',"
src/components/Avatar/AvatarEditor.jsx,127,"rgba(0,0,0,0.15)",#000000,,text-main,50,"<div style={{ width: 20, height: 20, borderRadius: '50%', background: color.value, border: '1px solid rgba(0,0,0,0.15)' }} />"
src/components/Avatar/AvatarEditor.jsx,175,#784421,#784421,,text-secondary,89,"const [hairColor,    setHairColor]    = useState('#784421')"
src/components/Avatar/AvatarEditor.jsx,390,"rgba(0,0,0,0.2)",#000000,,text-main,50,"boxShadow: hairColor === hex ? '0 0 0 2px var(--pk)' : '0 1px 4px rgba(0,0,0,0.2)',"
src/components/Avatar/AvatarEditor.jsx,424,#fff,#ffffff,surface,surface,0,"color: auraEnabled ? '#fff' : 'var(--tx3)',"
src/components/Avatar/AvatarEditor.jsx,497,#D4B8E0,#d4b8e0,,text-muted,64,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#A8D8EA,#a8d8ea,,text-muted,72,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#B5EAD7,#b5ead7,,text-muted,73,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#FFD6A5,#ffd6a5,,tint,81,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#C9B1D0,#c9b1d0,,text-muted,44,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#8ECAE6,#8ecae6,,text-muted,68,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#95D5B2,#95d5b2,,text-muted,46,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#E8C1C1,#e8c1c1,,text-muted,66,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,497,#BDE0FE,#bde0fe,,tint,64,"{['#D4B8E0','#A8D8EA','#B5EAD7','#FFD6A5','#C9B1D0','#8ECAE6','#95D5B2','#E8C1C1','#BDE0FE'].includes(skin.hex)"
src/components/Avatar/AvatarEditor.jsx,524,#52B788,#52b788,,text-secondary,83,"background: saved ? '#52B788' : 'var(--pk)',"
src/components/Avatar/AvatarEditor.jsx,526,"rgba(82,183,136,0.35)",#52b788,,text-secondary,83,"? '0 4px 20px rgba(82,183,136,0.35)'"
src/components/Avatar/AvatarEditor.jsx,527,"rgba(240,104,164,0.35)",#f068a4,primary,primary,0,": '0 4px 20px rgba(240,104,164,0.35)',"
src/components/Avatar/AvatarEditor.jsx,564,"rgba(240,104,164,0.20)",#f068a4,primary,primary,0,"boxShadow: '0 8px 40px rgba(240,104,164,0.20)',"
src/components/Avatar/AvatarEditor.jsx,568,"rgba(240,104,164,0.10)",#f068a4,primary,primary,0,"lockedCard:      { background: 'var(--bgc)', borderRadius: 18, padding: '14px 16px', width: 220, boxShadow: '0 3px 14px rgba(240,104,164,0.1"
src/components/Avatar/AvatarEditor.jsx,576,#E05050,#e05050,,primary-dark,60,"speciesError:        { fontFamily: MONO, fontSize: 9, color: '#E05050', margin: '4px 0 0', letterSpacing: '0.04em' },"
src/components/Avatar/AvatarEditor.jsx,578,"rgba(240,104,164,0.10)",#f068a4,primary,primary,0,"panel:        { background: 'var(--bgc)', borderRadius: 24, padding: '22px 24px', boxShadow: '0 4px 24px rgba(240,104,164,0.10)', marginBott"
src/components/Avatar/BaseAvatar.jsx,29,#FFEEE8,#ffeee8,,tint,12,"{ hex: '#FFEEE8', label: 'Porcelain' },"
src/components/Avatar/BaseAvatar.jsx,30,#FDBCB4,#fdbcb4,,tint,78,"{ hex: '#FDBCB4', label: 'Peach' },"
src/components/Avatar/BaseAvatar.jsx,31,#F5CBA7,#f5cba7,,text-muted,80,"{ hex: '#F5CBA7', label: 'Sand' },"
src/components/Avatar/BaseAvatar.jsx,32,#E8B08A,#e8b08a,,text-muted,72,"{ hex: '#E8B08A', label: 'Honey' },"
src/components/Avatar/BaseAvatar.jsx,33,#C68642,#c68642,,primary-dark,88,"{ hex: '#C68642', label: 'Caramel' },"
src/components/Avatar/BaseAvatar.jsx,34,#8D5524,#8d5524,,text-secondary,86,"{ hex: '#8D5524', label: 'Chestnut' },"
src/components/Avatar/BaseAvatar.jsx,35,#4A2912,#4a2912,,text-main,49,"{ hex: '#4A2912', label: 'Espresso' },"
src/components/Avatar/BaseAvatar.jsx,36,#D4B8E0,#d4b8e0,,text-muted,64,"{ hex: '#D4B8E0', label: 'Lavender' },"
src/components/Avatar/BaseAvatar.jsx,37,#A8D8EA,#a8d8ea,,text-muted,72,"{ hex: '#A8D8EA', label: 'Sky' },"
src/components/Avatar/BaseAvatar.jsx,38,#B5EAD7,#b5ead7,,text-muted,73,"{ hex: '#B5EAD7', label: 'Mint' },"
src/components/Avatar/BaseAvatar.jsx,39,#FFD6A5,#ffd6a5,,tint,81,"{ hex: '#FFD6A5', label: 'Buttercup' },"
src/components/Avatar/BaseAvatar.jsx,40,#C9B1D0,#c9b1d0,,text-muted,44,"{ hex: '#C9B1D0', label: 'Dusk' },"
src/components/Avatar/BaseAvatar.jsx,41,#8ECAE6,#8ecae6,,text-muted,68,"{ hex: '#8ECAE6', label: 'Ocean' },"
src/components/Avatar/BaseAvatar.jsx,42,#95D5B2,#95d5b2,,text-muted,46,"{ hex: '#95D5B2', label: 'Jade' },"
src/components/Avatar/BaseAvatar.jsx,43,#E8C1C1,#e8c1c1,,text-muted,66,"{ hex: '#E8C1C1', label: 'Rose' },"
src/components/Avatar/BaseAvatar.jsx,44,#BDE0FE,#bde0fe,,tint,64,"{ hex: '#BDE0FE', label: 'Periwinkle' },"
src/components/Avatar/BaseAvatar.jsx,48,#6B4F3A,#6b4f3a,,text-secondary,61,"{ hex: '#6B4F3A', label: 'Warm Brown' },"
src/components/Avatar/BaseAvatar.jsx,49,#3D2B1F,#3d2b1f,,text-main,36,"{ hex: '#3D2B1F', label: 'Dark Brown' },"
src/components/Avatar/BaseAvatar.jsx,50,#8B7355,#8b7355,,text-secondary,42,"{ hex: '#8B7355', label: 'Hazel' },"
src/components/Avatar/BaseAvatar.jsx,51,#4A90D9,#4a90d9,,text-muted,109,"{ hex: '#4A90D9', label: 'Sky Blue' },"
src/components/Avatar/BaseAvatar.jsx,52,#1C5FA0,#1c5fa0,,text-secondary,93,"{ hex: '#1C5FA0', label: 'Deep Blue' },"
src/components/Avatar/BaseAvatar.jsx,53,#4A8B5A,#4a8b5a,,text-secondary,50,"{ hex: '#4A8B5A', label: 'Forest' },"
src/components/Avatar/BaseAvatar.jsx,54,#2D6A4F,#2d6a4f,,text-secondary,70,"{ hex: '#2D6A4F', label: 'Dark Green' },"
src/components/Avatar/BaseAvatar.jsx,55,#7B4FCF,#7b4fcf,,text-secondary,101,"{ hex: '#7B4FCF', label: 'Purple' },"
src/components/Avatar/BaseAvatar.jsx,56,#FFBF00,#ffbf00,,primary-dark,186,"{ hex: '#FFBF00', label: 'Amber' },"
src/components/Avatar/BaseAvatar.jsx,57,#CC2200,#cc2200,,primary-dark,137,"{ hex: '#CC2200', label: 'Red' },"
src/components/Avatar/BaseAvatar.jsx,58,#00897B,#00897b,,text-secondary,111,"{ hex: '#00897B', label: 'Teal' },"
src/components/Avatar/BaseAvatar.jsx,59,#F06292,#f06292,,primary,19,"{ hex: '#F06292', label: 'Pink' },"
src/components/Avatar/BaseAvatar.jsx,60,#546E7A,#546e7a,,text-secondary,25,"{ hex: '#546E7A', label: 'Steel' },"
src/components/Avatar/BaseAvatar.jsx,61,#8B008B,#8b008b,,primary-dark,91,"{ hex: '#8B008B', label: 'Violet' },"
src/components/Avatar/BaseAvatar.jsx,62,#FF8C00,#ff8c00,,primary-dark,159,"{ hex: '#FF8C00', label: 'Ember' },"
src/components/Avatar/BaseAvatar.jsx,63,#2E7D32,#2e7d32,,text-secondary,89,"{ hex: '#2E7D32', label: 'Moss' },"
src/components/Avatar/BaseAvatar.jsx,77,#FDBCB4,#fdbcb4,,tint,78,"export default function BaseAvatar({ skinColor = '#FDBCB4', eyeColor = '#4A90D9', size = 200, species = 'human', hairStyle = 'none', hairCol"
src/components/Avatar/BaseAvatar.jsx,77,#4A90D9,#4a90d9,,text-muted,109,"export default function BaseAvatar({ skinColor = '#FDBCB4', eyeColor = '#4A90D9', size = 200, species = 'human', hairStyle = 'none', hairCol"
src/components/Avatar/BaseAvatar.jsx,77,#784421,#784421,,text-secondary,89,"export default function BaseAvatar({ skinColor = '#FDBCB4', eyeColor = '#4A90D9', size = 200, species = 'human', hairStyle = 'none', hairCol"
src/components/Avatar/BaseAvatar.jsx,87,#FF8FAB,#ff8fab,,primary,42,"const blush    = mix(skin, '#FF8FAB', 0.45)"
src/components/Avatar/BaseAvatar.jsx,88,#C06070,#c06070,,primary-dark,28,"const mouthC   = darken(mix(skin, '#C06070', 0.5), 18)"
src/components/Avatar/BaseAvatar.jsx,124,#ffffff,#ffffff,surface,surface,0,"<stop offset=""0%""   stopColor=""#ffffff"" />"
