file,line,raw,px,clickHeuristic,context
src/pages/ResetPassword.jsx,145,12,,non-clickable,"btnPrimary: { display: 'block', width: '100%', padding: '12px 0', background: 'var(--pk)', border: 'none', borderRadius: 12, color: '#fff', "
src/pages/ResetPassword.jsx,146,9,,non-clickable,"errorBox: { background: '#FCEBEB', border: '1px solid #F09595', borderRadius: 9, padding: '10px 14px', fontSize: 13, color: '#A32D2D', margi"
src/pages/Signup.jsx,128,20,,non-clickable,"card:  { background: 'var(--bgc)', border: '1px solid var(--bds)', borderRadius: 20, padding: '40px 36px', width: '100%', maxWidth: 420 },"
src/pages/Signup.jsx,134,9,,non-clickable,"input: { padding: '10px 14px', borderRadius: 9, border: '1px solid var(--bds)', background: 'var(--bgp)', fontSize: 15, color: 'var(--tx)', "
src/pages/Signup.jsx,136,12,,non-clickable,"btnPrimary: { display: 'block', width: '100%', padding: '12px 0', background: 'var(--pk)', border: 'none', borderRadius: 12, color: '#fff', "
src/pages/Signup.jsx,137,9,,non-clickable,"errorBox: { background: '#FCEBEB', border: '1px solid #F09595', borderRadius: 9, padding: '10px 14px', fontSize: 13, color: '#A32D2D', margi"
src/pages/StudyJoin.jsx,76,16,,non-clickable,"card:         { maxWidth: 420, width: '90%', textAlign: 'center', padding: '48px 32px', background: '#fff', border: '1px solid var(--bd)', b"
src/pages/StudyJoin.jsx,77,50%,,non-clickable,"spinner:      { width: 40, height: 40, border: '3px solid var(--bd)', borderTop: '3px solid var(--pk)', borderRadius: '50%', animation: '_sp"
src/pages/Unsubscribe.jsx,103,16,,non-clickable,"borderRadius: 16,"
src/pages/Verified.jsx,55,24,,non-clickable,"borderRadius: 24, padding: '48px 40px',"
src/pages/Verified.jsx,62,50%,,non-clickable,"width: 56, height: 56, borderRadius: '50%',"
src/pages/Verified.jsx,78,12,,non-clickable,"padding: '12px 28px', borderRadius: 12,"
src/ripple/CheckinFlow.jsx,133,4,,non-clickable,"<div key={s} style={{ width: s === phase ? 24 : 8, height: 8, borderRadius: 4, background: s === phase ? '#f068a4' : '#E8D0E0', transition: "
src/ripple/CheckinFlow.jsx,176,1,,non-clickable,"<div style={{ position: 'absolute', left: 0, right: 0, top: '50%', height: 2, background: '#E8D0E0', transform: 'translateY(-50%)', borderRa"
src/ripple/CheckinFlow.jsx,179,50%,,non-clickable,"return <div key={d} style={{ width: isS ? 14 : 8, height: isS ? 14 : 8, borderRadius: '50%', background: isS ? '#f068a4' : '#E8D0E0', border"
src/ripple/CheckinFlow.jsx,208,1,,non-clickable,"<div style={{ position: 'absolute', left: 0, right: 0, top: '50%', height: 2, background: '#E8D0E0', transform: 'translateY(-50%)', borderRa"
src/ripple/CheckinFlow.jsx,213,50%,,maybe-clickable,"width: isS ? 18 : 10, height: isS ? 18 : 10, borderRadius: '50%',"
src/ripple/CheckinFlow.jsx,247,14,,non-clickable,"background: 'white', borderRadius: 14, padding: '14px 20px', width: 308, boxSizing: 'border-box',"
src/ripple/CheckinFlow.jsx,339,13,,non-clickable,"<div style={{ background: 'white', borderRadius: 13, padding: '10px 12px', boxShadow: '0 2px 18px rgba(180,120,160,0.10)', fontFamily: MONO,"
src/ripple/CheckinFlow.jsx,432,10,,non-clickable,"borderRadius: 10, padding: '10px 14px', background: 'white',"
src/ripple/CheckinFlow.jsx,686,18,,non-clickable,"faceCard:  { background: 'white', borderRadius: 18, padding: '12px 10px 10px', boxShadow: '0 2px 18px rgba(180,120,160,0.10)', display: 'fle"
src/ripple/CheckinFlow.jsx,687,12,,non-clickable,"btn:       { background: '#f068a4', color: 'white', border: 'none', borderRadius: 12, padding: 14, fontFamily: MONO, fontSize: 13, fontWeigh"
src/ripple/CheckinFlow.jsx,689,12,,non-clickable,"background: 'white', border: '1.5px solid #E8D0E0', borderRadius: 12, padding: '12px 24px',"
src/ripple/CheckinFlow.jsx,694,20,,non-clickable,"border: '1.5px solid', borderRadius: 20, padding: '7px 14px',"
src/ripple/RippleName.jsx,122,32,,non-clickable,"background: 'var(--bgp)', borderRadius: 32, padding: 20,"
src/ripple/RippleName.jsx,127,12,,non-clickable,"flex: 1, padding: '12px 16px', borderRadius: 12,"
src/ripple/RippleName.jsx,132,12,,non-clickable,"width: 44, height: 44, borderRadius: 12, flexShrink: 0,"
src/ripple/RippleName.jsx,138,12,,non-clickable,"padding: '13px 32px', borderRadius: 12,"
src/ripple/RippleName.jsx,146,8,,non-clickable,"border: '1px solid #fcc', borderRadius: 8, padding: '10px 16px', margin: 0,"
src/ripple/WelcomeFlow.jsx,522,12,,non-clickable,"border: '1px solid var(--bd)', borderRadius: 12,"
src/ripple/WelcomeFlow.jsx,536,10,,non-clickable,"flex: 1, padding: '10px 14px', borderRadius: 10, border: '1px solid var(--bd)',"
src/ripple/WelcomeFlow.jsx,543,10,,non-clickable,"width: 40, height: 40, borderRadius: 10, border: '1px solid var(--bd)',"
src/ripple/WelcomeFlow.jsx,549,32,,non-clickable,"background: 'var(--bgp)', borderRadius: 32, padding: 20,"
src/ripple/WelcomeFlow.jsx,559,50%,,non-clickable,"width: 28, height: 28, borderRadius: '50%', cursor: 'pointer', padding: 0,"
src/ripple/WelcomeFlow.jsx,566,12,,non-clickable,"width: 44, height: 44, borderRadius: 12, flexShrink: 0,"
src/ripple/WelcomeFlow.jsx,574,12,,non-clickable,"padding: '13px 32px', borderRadius: 12,"
src/ripple/WelcomeFlow.jsx,584,8,,non-clickable,"border: '1px solid #fcc', borderRadius: 8, padding: '10px 16px', margin: 0,"
